EmployeeID,EmployeeName,Category,Function,Grade,Groups,City,Country,conca,countrycode,Gender,BirthDate,AppointmentDate,MonthNumber,Month,Quarter,Year,ConfirmationDate,Confirmed,RetirementDate,ConfirmationDueDate,FTECount,Count
400078218,Emp391,Permanent,Commercial,G,G,Karachi,Pakistan,"Karachi, Pakistan",PK,M,3/11/1977,11/2/2015,11,Nov,Q4,2015,2/2/2015,Y,3/11/2037,2/2/2015,1,1
400078222,Emp392,Permanent,Customer Service,7,7,Karachi,Pakistan,"Karachi, Pakistan",PK,M,9/15/1981,11/14/2015,11,Nov,Q4,2015,2/14/2016,Y,9/15/2041,2/14/2016,1,1
400078223,Emp393,Permanent,Customer Service,8,8,Karachi,Pakistan,"Karachi, Pakistan",PK,M,3/21/1985,11/14/2015,11,Nov,Q4,2015,2/14/2015,Y,3/21/2045,2/14/2015,1,1
400078226,Emp394,Permanent,Commercial,10,10,Lahore,Pakistan,"Lahore, Pakistan",PK,M,2/11/1992,12/14/2015,12,Dec,Q4,2015,3/14/2015,Y,2/11/2052,3/14/2015,1,1
400078227,Emp395,Permanent,Finance,10,10,Karachi,Pakistan,"Karachi, Pakistan",PK,M,10/10/1984,12/9/2015,12,Dec,Q4,2015,3/9/2016,Y,10/10/2044,3/9/2016,1,1
400078228,Emp396,Permanent,Finance,10,10,Karachi,Pakistan,"Karachi, Pakistan",PK,F,7/29/1987,12/28/2015,12,Dec,Q4,2015,6/28/2016,Y,7/29/2047,6/28/2016,1,1
400078229,Emp397,Permanent,Customer Service,J,J,Karachi,Pakistan,"Karachi, Pakistan",PK,M,6/21/1981,1/4/2016,1,Jan,Q1,2016,4/4/2016,Y,6/21/2041,4/4/2016,1,1
400078233,Emp398,Permanent,Commercial,7,7,Karachi,Pakistan,"Karachi, Pakistan",PK,M,8/20/1984,4/25/2016,4,Apr,Q2,2016,7/25/2016,Y,8/20/2044,7/25/2016,1,1
400078235,Emp399,Permanent,Commercial,7,7,Karachi,Pakistan,"Karachi, Pakistan",PK,M,10/14/1987,4/29/2016,4,Apr,Q2,2016,7/29/2016,Y,10/14/2047,7/29/2016,1,1
400078236,Emp400,Permanent,Operations,5,5,Lahore,Pakistan,"Lahore, Pakistan",PK,M,11/7/1994,5/2/2016,5,May,Q2,2016,8/2/2016,Y,11/7/2054,8/2/2016,1,1
400078237,Emp401,Permanent,Operations,5,5,Lahore,Pakistan,"Lahore, Pakistan",PK,M,1/15/1990,5/2/2016,5,May,Q2,2016,8/2/2016,Y,1/15/2050,8/2/2016,1,1
400078238,Emp402,Permanent,Customer Service,8,8,Karachi,Pakistan,"Karachi, Pakistan",PK,M,5/23/1992,5/16/2016,5,May,Q2,2016,8/16/2016,Y,5/23/2052,8/16/2016,1,1
400078240,Emp403,Permanent,Commercial,10,10,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,6/4/1989,6/6/2016,6,Jun,Q2,2016,9/6/2016,Y,6/4/2049,9/6/2016,1,1
400078241,Emp404,Permanent,Commercial,7,7,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,2/2/1991,6/16/2016,6,Jun,Q2,2016,9/15/2016,Y,2/2/2051,9/15/2016,1,1
400078242,Emp405,Permanent,Commercial,L,L,Karachi,Pakistan,"Karachi, Pakistan",PK,M,12/9/1986,7/12/2016,7,Jul,Q3,2016,10/12/2016,Y,12/9/2046,10/12/2016,1,1
400078243,Emp406,Permanent,Information Services,10,10,Karachi,Pakistan,"Karachi, Pakistan",PK,M,11/10/1988,7/20/2016,7,Jul,Q3,2016,10/20/2016,Y,11/10/2048,10/20/2016,1,1
400078244,Emp407,Permanent,Finance,10,10,Karachi,Pakistan,"Karachi, Pakistan",PK,M,11/14/1989,8/3/2016,8,Aug,Q3,2016,11/3/2016,Y,11/14/2049,11/3/2016,1,1
400078245,Emp408,Permanent,Commercial,7,7,Lahore,Pakistan,"Lahore, Pakistan",PK,M,1/30/1989,8/5/2016,8,Aug,Q3,2016,11/5/2016,Y,1/30/2049,11/5/2016,1,1
400078246,Emp409,Permanent,Finance,G,G,Karachi,Pakistan,"Karachi, Pakistan",PK,M,5/3/1981,8/25/2016,8,Aug,Q3,2016,11/25/2016,Y,5/3/2041,11/25/2016,1,1
400078248,Emp410,Permanent,Finance,8,8,Karachi,Pakistan,"Karachi, Pakistan",PK,M,7/27/1989,9/1/2016,9,Sep,Q3,2016,12/1/2016,Y,7/27/2049,12/1/2016,1,1
400078249,Emp411,Permanent,Operations,5,5,Faisalabad,Pakistan,"Faisalabad, Pakistan",PK,M,12/16/1989,9/1/2016,9,Sep,Q3,2016,12/1/2016,Y,12/16/2049,12/1/2016,1,1
400078250,Emp412,Permanent,Commercial,7,7,Lahore,Pakistan,"Lahore, Pakistan",PK,M,11/14/1988,9/3/2016,9,Sep,Q3,2016,12/3/2016,Y,11/14/2048,12/3/2016,1,1
400078251,Emp413,Permanent,Customer Service,7,7,Karachi,Pakistan,"Karachi, Pakistan",PK,M,3/25/1985,9/1/2016,9,Sep,Q3,2016,12/1/2016,Y,3/25/2045,12/1/2016,1,1
400078252,Emp414,Permanent,Commercial,7,7,Islamabad,Pakistan,"Islamabad, Pakistan",PK,M,6/21/1988,9/26/2016,9,Sep,Q3,2016,12/26/2016,Y,6/21/2048,12/26/2016,1,1
400078254,Emp415,Permanent,Commercial,8,8,Karachi,Pakistan,"Karachi, Pakistan",PK,M,3/10/1991,10/1/2016,10,Oct,Q4,2016,1/1/2016,Y,3/10/2051,1/1/2016,1,1
400078257,Emp416,Permanent,Commercial,9,9,Karachi,Pakistan,"Karachi, Pakistan",PK,M,4/12/1988,11/9/2016,11,Nov,Q4,2016,2/9/2017,Y,4/12/2048,2/9/2017,1,1
400078258,Emp417,Permanent,Operations,6,6,Karachi,Pakistan,"Karachi, Pakistan",PK,M,7/13/1990,11/16/2016,11,Nov,Q4,2016,2/16/2017,Y,7/13/2050,2/16/2017,1,1
400078259,Emp418,Permanent,Commercial,10,10,Karachi,Pakistan,"Karachi, Pakistan",PK,M,4/16/1986,11/18/2016,11,Nov,Q4,2016,2/17/2017,Y,4/16/2046,2/17/2017,1,1
400078261,Emp419,Permanent,Operations,6,6,Karachi,Pakistan,"Karachi, Pakistan",PK,M,3/13/1987,12/1/2016,12,Dec,Q4,2016,3/1/2017,Y,3/13/2047,3/1/2017,1,1
400078264,Emp420,Permanent,Operations,6,6,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,8/17/1987,12/9/2016,12,Dec,Q4,2016,5/9/2017,Y,8/17/2047,5/9/2017,1,1
400078266,Emp421,Permanent,Operations,6,6,Karachi,Pakistan,"Karachi, Pakistan",PK,M,12/22/1993,12/27/2016,12,Dec,Q4,2016,3/26/2017,Y,12/22/2053,3/26/2017,1,1
400078269,Emp422,Permanent,Operations,5,Part Time,Karachi,Pakistan,"Karachi, Pakistan",PK,M,12/20/1988,12/27/2016,12,Dec,Q4,2016,3/26/2017,Y,12/20/2048,3/26/2017,0.5,1
400078270,Emp423,Permanent,Operations,5,Part Time,Karachi,Pakistan,"Karachi, Pakistan",PK,M,1/11/1990,12/27/2016,12,Dec,Q4,2016,3/26/2017,Y,1/11/2050,3/26/2017,0.5,1
400078271,Emp424,Permanent,Finance,8,8,Karachi,Pakistan,"Karachi, Pakistan",PK,M,12/14/1992,1/3/2017,1,Jan,Q1,2017,4/9/2017,Y,12/14/2052,4/9/2017,1,1
400078272,Emp425,Permanent,Operations,5,Part Time,Karachi,Pakistan,"Karachi, Pakistan",PK,M,8/4/1985,1/27/2017,1,Jan,Q1,2017,4/28/2017,Y,8/4/2045,4/28/2017,0.5,1
400078273,Emp426,Permanent,Finance,8,8,Karachi,Pakistan,"Karachi, Pakistan",PK,M,8/14/1987,2/14/2017,2,Feb,Q1,2017,5/17/2017,Y,8/14/2047,5/17/2017,1,1
400078274,Emp427,Permanent,Customer Service,7,7,Karachi,Pakistan,"Karachi, Pakistan",PK,F,1/28/1981,2/15/2017,2,Feb,Q1,2017,5/15/2017,Y,1/28/2041,5/15/2017,1,1
400078275,Emp428,Permanent,Commercial,9,9,Karachi,Pakistan,"Karachi, Pakistan",PK,M,8/1/1992,2/15/2017,2,Feb,Q1,2017,5/14/2017,Y,8/1/2052,5/14/2017,1,1
400078276,Emp429,Permanent,Operations,6,6,Karachi,Pakistan,"Karachi, Pakistan",PK,M,4/1/1985,2/13/2017,2,Feb,Q1,2017,5/13/2017,Y,4/1/2045,5/13/2017,1,1
400078277,Emp430,Permanent,Operations,6,6,Karachi,Pakistan,"Karachi, Pakistan",PK,M,6/16/1993,2/13/2017,2,Feb,Q1,2017,5/13/2017,Y,6/16/2053,5/13/2017,1,1
400078278,Emp431,Permanent,Finance,I,I,Karachi,Pakistan,"Karachi, Pakistan",PK,M,6/28/1982,3/2/2017,3,Mar,Q1,2017,9/7/2017,Y,6/28/2042,9/7/2017,1,1
400078279,Emp432,Permanent,Commercial,10,10,Karachi,Pakistan,"Karachi, Pakistan",PK,M,5/25/1982,3/6/2017,3,Mar,Q1,2017,6/5/2017,Y,5/25/2042,6/5/2017,1,1
400078280,Emp433,Permanent,Operations,7,7,Islamabad,Pakistan,"Islamabad, Pakistan",PK,M,5/24/1992,3/6/2017,3,Mar,Q1,2017,6/6/2017,Y,5/24/2052,6/6/2017,1,1
400078281,Emp434,Permanent,Commercial,7,7,Karachi,Pakistan,"Karachi, Pakistan",PK,M,11/17/1994,3/15/2017,3,Mar,Q1,2017,9/14/2017,Y,11/17/2054,9/14/2017,1,1
400078282,Emp435,Permanent,Human Resource,10,10,Karachi,Pakistan,"Karachi, Pakistan",PK,M,12/14/1989,3/14/2017,3,Mar,Q1,2017,6/13/2017,Y,12/14/2049,6/13/2017,1,1
400078283,Emp436,Permanent,Commercial,7,7,Jhelum,Pakistan,"Jhelum, Pakistan",PK,M,7/20/1984,3/28/2017,3,Mar,Q1,2017,6/28/2017,Y,7/20/2044,6/28/2017,1,1
400078285,Emp437,Permanent,Operations,J,J,Lahore,Pakistan,"Lahore, Pakistan",PK,M,5/1/1988,4/3/2017,4,Apr,Q2,2017,7/3/2017,Y,5/1/2048,7/3/2017,1,1
400078286,Emp438,Permanent,Operations,5,Part Time,Lahore,Pakistan,"Lahore, Pakistan",PK,M,9/6/1993,4/3/2017,4,Apr,Q2,2017,7/3/2017,Y,9/6/2053,7/3/2017,0.5,1
400078288,Emp439,Permanent,Commercial,10,10,Karachi,Pakistan,"Karachi, Pakistan",PK,M,2/12/1985,4/10/2017,4,Apr,Q2,2017,7/6/2017,Y,2/12/2045,7/6/2017,1,1
400078289,Emp440,Permanent,Operations,5,Part Time,Lahore,Pakistan,"Lahore, Pakistan",PK,M,6/1/1993,4/17/2017,4,Apr,Q2,2017,7/17/2017,Y,6/1/2053,7/17/2017,0.5,1
400078291,Emp441,Permanent,Operations,5,5,Lahore,Pakistan,"Lahore, Pakistan",PK,M,4/9/1994,4/24/2017,4,Apr,Q2,2017,7/24/2017,Y,4/9/2054,7/24/2017,1,1
400078292,Emp442,Permanent,Administration,8,8,Karachi,Pakistan,"Karachi, Pakistan",PK,M,2/15/1986,5/2/2017,5,May,Q2,2017,8/2/2017,Y,2/15/2046,8/2/2017,1,1
400078293,Emp443,Permanent,Commercial,7,7,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,12/6/1985,5/8/2017,5,May,Q2,2017,8/7/2017,Y,12/6/2045,8/7/2017,1,1
400078294,Emp444,Permanent,Customer Service,10,10,Karachi,Pakistan,"Karachi, Pakistan",PK,M,5/1/1991,5/17/2017,5,May,Q2,2017,8/16/2017,Y,5/1/2051,8/16/2017,1,1
400078295,Emp445,Permanent,Operations,6,6,Lahore,Pakistan,"Lahore, Pakistan",PK,M,1/10/1990,6/19/2017,6,Jun,Q2,2017,9/19/2017,Y,1/10/2050,9/19/2017,1,1
400078297,Emp446,Permanent,Operations,6,6,Lahore,Pakistan,"Lahore, Pakistan",PK,M,5/9/1990,7/10/2017,7,Jul,Q3,2017,7/10/2018,Y,5/9/2050,7/10/2017,1,1
400078298,Emp447,Permanent,Commercial,10,10,Karachi,Pakistan,"Karachi, Pakistan",PK,M,8/25/1988,7/19/2017,7,Jul,Q3,2017,10/19/2017,Y,8/25/2048,10/19/2017,1,1
400078299,Emp448,Permanent,Human Resource,K,K,Karachi,Pakistan,"Karachi, Pakistan",PK,F,11/25/1988,7/19/2017,7,Jul,Q3,2017,10/18/2017,Y,11/25/2048,10/18/2017,1,1
400078301,Emp449,Permanent,Operations,6,6,Islamabad,Pakistan,"Islamabad, Pakistan",PK,M,8/29/1996,7/24/2017,7,Jul,Q3,2017,10/24/2017,Y,8/29/2056,10/24/2017,1,1
400078302,Emp450,Permanent,Commercial,7,7,Lahore,Pakistan,"Lahore, Pakistan",PK,M,2/9/1991,7/24/2017,7,Jul,Q3,2017,10/24/2017,Y,2/9/2051,10/24/2017,1,1
400078305,Emp451,Permanent,Commercial,7,7,Lahore,Pakistan,"Lahore, Pakistan",PK,M,9/18/1978,8/29/2017,8,Aug,Q3,2017,2/28/2018,Y,9/18/2038,11/28/2017,1,1
400500875,Emp452,Permanent,Customer Service,7,7,Karachi,Pakistan,"Karachi, Pakistan",PK,M,12/16/1993,9/1/2017,9,Sep,Q3,2017,11/30/2017,Y,12/16/2053,11/30/2017,1,1
400500913,Emp453,Permanent,Customer Service,7,7,Karachi,Pakistan,"Karachi, Pakistan",PK,M,7/17/1990,9/1/2017,9,Sep,Q3,2017,11/30/2017,Y,7/17/2050,11/30/2017,1,1
400500918,Emp454,Permanent,Customer Service,L,L,Karachi,Pakistan,"Karachi, Pakistan",PK,M,8/28/1980,9/20/2017,9,Sep,Q3,2017,12/20/2017,Y,8/28/2040,12/20/2017,1,1
400501053,Emp455,Permanent,Customer Service,7,7,Karachi,Pakistan,"Karachi, Pakistan",PK,F,9/17/1991,9/20/2017,9,Sep,Q3,2017,12/19/2017,Y,9/17/2051,12/19/2017,1,1
400503368,Emp456,Permanent,Operations,6,6,Islamabad,Pakistan,"Islamabad, Pakistan",PK,M,4/14/1986,10/16/2017,10,Oct,Q4,2017,1/16/2018,Y,4/14/2046,1/16/2018,1,1
400503620,Emp457,Permanent,Operations,5,Part Time,Lahore,Pakistan,"Lahore, Pakistan",PK,M,10/25/1995,10/27/2017,10,Oct,Q4,2017,1/27/2018,Y,10/25/2055,1/27/2018,0.5,1
400503634,Emp458,Permanent,Commercial,10,10,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,2/8/1988,11/6/2017,11,Nov,Q4,2017,2/5/2018,Y,2/8/2048,2/5/2018,1,1
400503717,Emp459,Permanent,Customer Service,7,7,Karachi,Pakistan,"Karachi, Pakistan",PK,F,4/24/1993,12/1/2017,12,Dec,Q4,2017,2/28/2018,Y,4/24/2053,2/28/2018,1,1
400503719,Emp460,Permanent,Operations,6,6,Karachi,Pakistan,"Karachi, Pakistan",PK,M,7/21/1996,12/7/2017,12,Dec,Q4,2017,3/7/2018,Y,7/21/2059,3/7/2018,1,1
400503722,Emp461,Permanent,Operations,5,5,Karachi,Pakistan,"Karachi, Pakistan",PK,M,8/27/1989,12/7/2017,12,Dec,Q4,2017,3/7/2018,Y,8/27/2049,3/7/2018,1,1
400503723,Emp462,Permanent,Operations,5,5,Karachi,Pakistan,"Karachi, Pakistan",PK,M,7/6/1996,12/7/2017,12,Dec,Q4,2017,3/7/2018,Y,7/6/2056,3/7/2018,1,1
400503724,Emp463,Permanent,Operations,6,6,Karachi,Pakistan,"Karachi, Pakistan",PK,M,1/10/1984,12/7/2017,12,Dec,Q4,2017,3/7/2018,Y,1/10/2044,3/7/2018,1,1
400503949,Emp464,Permanent,Operations,5,Part Time,Karachi,Pakistan,"Karachi, Pakistan",PK,M,12/2/1996,1/4/2018,1,Jan,Q1,2018,4/4/2018,Y,12/2/2056,4/3/2018,0.5,1
400504646,Emp465,Permanent,Operations,5,Part Time,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,1/1/1993,12/1/2017,12,Dec,Q4,2017,3/1/2018,Y,1/1/2053,3/1/2018,0.5,1
400504647,Emp466,Permanent,Operations,5,Part Time,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,1/1/1985,12/1/2017,12,Dec,Q4,2017,12/1/2017,Y,1/1/2045,12/1/2017,0.5,1
400504648,Emp467,Permanent,Operations,5,Part Time,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,6/22/1991,12/1/2017,12,Dec,Q4,2017,3/1/2018,Y,6/22/2051,3/1/2018,0.5,1
400504649,Emp468,Permanent,First Choice,J,J,Karachi,Pakistan,"Karachi, Pakistan",PK,M,7/2/1975,2/12/2018,2,Feb,Q1,2018,5/12/2018,Y,7/2/2035,5/12/2018,1,1
400504814,Emp469,Permanent,Operations,6,6,Karachi,Pakistan,"Karachi, Pakistan",PK,M,8/15/1991,12/1/2017,12,Dec,Q4,2017,3/1/2018,Y,8/15/2051,3/1/2018,1,1
400504815,Emp470,Permanent,Operations,6,6,Karachi,Pakistan,"Karachi, Pakistan",PK,M,2/15/1984,12/1/2017,12,Dec,Q4,2017,3/1/2018,Y,2/15/2044,3/1/2018,1,1
400504816,Emp471,Permanent,Operations,6,6,Karachi,Pakistan,"Karachi, Pakistan",PK,M,11/10/1988,12/1/2017,12,Dec,Q4,2017,3/1/2018,Y,11/10/2048,3/1/2018,1,1
400504817,Emp472,Permanent,Operations,7,7,Karachi,Pakistan,"Karachi, Pakistan",PK,M,5/16/1987,12/1/2017,12,Dec,Q4,2017,3/1/2018,Y,5/16/2047,3/1/2018,1,1
400504818,Emp473,Permanent,Commercial,7,7,Karachi,Pakistan,"Karachi, Pakistan",PK,M,8/31/1987,12/1/2017,12,Dec,Q4,2017,3/1/2018,Y,8/31/2047,3/1/2018,1,1
400504836,Emp474,Permanent,Operations,5,Part Time,Lahore,Pakistan,"Lahore, Pakistan",PK,M,6/7/1990,12/1/2017,12,Dec,Q4,2017,3/1/2018,Y,6/7/2050,3/1/2018,0.5,1
400504841,Emp475,Permanent,Operations,5,Part Time,Lahore,Pakistan,"Lahore, Pakistan",PK,M,11/17/1996,12/1/2017,12,Dec,Q4,2017,3/1/2018,Y,11/17/2056,3/1/2018,0.5,1
400504844,Emp476,Permanent,Operations,5,Part Time,Lahore,Pakistan,"Lahore, Pakistan",PK,M,11/7/1995,12/1/2017,12,Dec,Q4,2017,3/1/2018,Y,11/7/2055,3/1/2018,0.5,1
400504847,Emp477,Permanent,Operations,6,Part Time,Faisalabad,Pakistan,"Faisalabad, Pakistan",PK,M,8/21/1994,12/1/2017,12,Dec,Q4,2017,3/1/2018,Y,8/21/2054,3/1/2018,0.5,1
400504848,Emp478,Permanent,Operations,5,5,Lahore,Pakistan,"Lahore, Pakistan",PK,M,4/10/1988,12/1/2017,12,Dec,Q4,2017,3/1/2018,Y,4/10/2048,3/1/2018,1,1
400504850,Emp479,Permanent,Operations,5,Part Time,Lahore,Pakistan,"Lahore, Pakistan",PK,M,5/5/1995,12/1/2017,12,Dec,Q4,2017,3/1/2018,Y,5/5/2055,3/1/2018,0.5,1
400504868,Emp480,Permanent,Operations,5,5,Karachi,Pakistan,"Karachi, Pakistan",PK,M,9/7/1990,12/27/2017,12,Dec,Q4,2017,3/27/2018,Y,9/7/2050,12/27/2017,1,1
400504874,Emp481,Permanent,Commercial,9,9,Lahore,Pakistan,"Lahore, Pakistan",PK,M,10/3/1985,1/1/2018,1,Jan,Q1,2018,4/1/2018,Y,10/3/2045,3/31/2018,1,1
400504879,Emp482,Permanent,Operations,6,Part Time,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,10/20/1992,1/4/2018,1,Jan,Q1,2018,4/4/2018,Y,10/20/2052,4/3/2018,0.5,1
400504880,Emp483,Permanent,Operations,6,Part Time,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,12/30/1992,1/4/2018,1,Jan,Q1,2018,4/4/2018,Y,12/30/2052,4/4/2018,0.5,1
400504906,Emp484,Permanent,Commercial,7,7,Faisalabad,Pakistan,"Faisalabad, Pakistan",PK,M,11/23/1982,1/4/2018,1,Jan,Q1,2018,4/4/2018,Y,11/23/2042,4/4/2018,1,1
400504907,Emp485,Permanent,Commercial,7,7,Lahore,Pakistan,"Lahore, Pakistan",PK,M,3/13/1993,1/10/2018,1,Jan,Q1,2018,4/10/2018,Y,3/13/2053,4/10/2018,1,1
400504908,Emp486,Permanent,Operations,5,5,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,2/1/1982,12/1/2017,12,Dec,Q4,2017,3/1/2018,Y,2/1/2042,3/1/2018,1,1
400504912,Emp487,Permanent,Operations,6,6,Gujranwala,Pakistan,"Gujranwala, Pakistan",PK,M,8/6/1987,1/30/2018,1,Jan,Q1,2018,4/30/2018,Y,8/6/2047,4/28/2018,1,1
400504916,Emp488,Permanent,Marketing,9,9,Karachi,Pakistan,"Karachi, Pakistan",PK,M,10/5/1986,2/1/2018,2,Feb,Q1,2018,1/1/1900,N,10/5/2046,5/1/2018,1,1
400504941,Emp489,Permanent,Operations,5,Part Time,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,6/28/1999,2/12/2018,2,Feb,Q1,2018,5/12/2018,Y,6/28/2059,5/12/2018,0.5,1
400504948,Emp490,Permanent,Finance,8,8,Karachi,Pakistan,"Karachi, Pakistan",PK,M,12/11/1991,2/12/2018,2,Feb,Q1,2018,5/12/2018,Y,12/11/2051,5/12/2018,1,1
400504950,Emp491,Permanent,Commercial,7,7,Faisalabad,Pakistan,"Faisalabad, Pakistan",PK,M,1/27/1994,2/6/2018,2,Feb,Q1,2018,6/6/2018,Y,1/27/2054,6/6/2018,1,1
400504951,Emp492,Permanent,Commercial,7,7,Lahore,Pakistan,"Lahore, Pakistan",PK,M,7/13/1991,2/6/2018,2,Feb,Q1,2018,6/6/2018,Y,7/13/2051,5/6/2018,1,1
400504952,Emp493,Permanent,Operations,7,Part Time,Gujranwala,Pakistan,"Gujranwala, Pakistan",PK,M,9/13/1994,1/30/2018,1,Jan,Q1,2018,4/30/2018,Y,9/13/2054,4/28/2018,0.5,1
400504955,Emp494,Permanent,Commercial,7,7,Peshawar,Pakistan,"Peshawar, Pakistan",PK,M,6/17/1994,11/27/2017,11,Nov,Q4,2017,2/27/2018,Y,6/17/2054,2/27/2018,1,1
400504958,Emp495,Permanent,Operations,5,5,Lahore,Pakistan,"Lahore, Pakistan",PK,M,3/4/1993,11/28/2017,11,Nov,Q4,2017,11/28/2017,Y,3/4/2053,11/28/2017,1,1
400504959,Emp496,Permanent,Operations,7,Part Time,Lahore,Pakistan,"Lahore, Pakistan",PK,M,9/10/1987,11/28/2017,11,Nov,Q4,2017,2/28/2018,Y,9/10/2047,2/28/2018,0.5,1
400510543,Emp497,Permanent,Operations,5,Part Time,Lahore,Pakistan,"Lahore, Pakistan",PK,M,10/26/1997,6/1/2018,6,Jun,Q2,2018,1/1/1900,N,7/19/2076,8/30/2018,0.5,1
400510544,Emp498,Permanent,Operations,5,Part Time,Lahore,Pakistan,"Lahore, Pakistan",PK,M,10/25/1990,6/1/2018,6,Jun,Q2,2018,1/1/1900,N,7/19/2076,8/30/2018,0.5,1
400510545,Emp499,Permanent,Operations,5,Part Time,Lahore,Pakistan,"Lahore, Pakistan",PK,M,7/7/1997,6/1/2018,6,Jun,Q2,2018,1/1/1900,N,7/19/2076,8/30/2018,0.5,1
400510546,Emp500,Permanent,Operations,5,Part Time,Lahore,Pakistan,"Lahore, Pakistan",PK,M,4/14/1992,6/1/2018,6,Jun,Q2,2018,9/1/2018,Y,3/31/2050,8/30/2018,0.5,1
400510547,Emp501,Permanent,Commercial,L,L,Karachi,Pakistan,"Karachi, Pakistan",PK,M,9/22/1990,4/23/2018,4,Apr,Q2,2018,7/23/2018,Y,9/21/2048,7/23/2018,1,1
400510548,Emp502,Permanent,Commercial,10,10,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,8/22/1981,6/5/2018,6,Jun,Q2,2018,9/5/2018,Y,3/31/2050,9/3/2018,1,1
400510549,Emp503,Permanent,Commercial,L,L,Karachi,Pakistan,"Karachi, Pakistan",PK,M,10/7/1989,6/8/2018,6,Jun,Q2,2018,9/8/2018,Y,3/31/2050,9/6/2018,1,1
400510550,Emp504,Permanent,Operations,6,6,Lahore,Pakistan,"Lahore, Pakistan",PK,M,8/6/1991,4/20/2018,4,Apr,Q2,2018,1/1/1900,N,8/5/2049,7/20/2018,1,1
400510551,Emp505,Permanent,Operations,6,6,Lahore,Pakistan,"Lahore, Pakistan",PK,M,1/16/1995,4/20/2018,4,Apr,Q2,2018,7/20/2018,Y,1/15/2053,7/20/2018,1,1
400510552,Emp506,Permanent,Commercial,7,Part Time,Karachi,Pakistan,"Karachi, Pakistan",PK,M,7/15/1991,4/30/2018,4,Apr,Q2,2018,7/30/2018,Y,7/30/2076,7/29/2018,0.5,1
400510553,Emp507,Permanent,Commercial,7,7,Lahore,Pakistan,"Lahore, Pakistan",PK,M,1/1/1992,5/14/2018,5,May,Q2,2018,8/14/2018,Y,7/19/2076,8/12/2018,1,1
400511103,Emp508,Permanent,First Choice,9,9,Karachi,Pakistan,"Karachi, Pakistan",PK,M,8/5/1991,4/23/2018,4,Apr,Q2,2018,7/23/2018,Y,8/4/2049,7/23/2018,1,1
400511104,Emp509,Permanent,Commercial,7,Part Time,Karachi,Pakistan,"Karachi, Pakistan",PK,M,9/15/1996,4/19/2018,4,Apr,Q2,2018,7/19/2018,Y,9/14/2054,7/19/2018,0.5,1
400511215,Emp510,Permanent,Operations,5,Part Time,Karachi,Pakistan,"Karachi, Pakistan",PK,M,1/17/1994,4/19/2018,4,Apr,Q2,2018,7/19/2018,Y,1/16/2052,7/19/2018,0.5,1
400511216,Emp511,Permanent,Commercial,7,Part Time,Karachi,Pakistan,"Karachi, Pakistan",PK,M,2/20/1992,4/19/2018,4,Apr,Q2,2018,7/19/2018,Y,7/30/2076,7/18/2018,0.5,1
400511217,Emp512,Permanent,Commercial,7,Part Time,Karachi,Pakistan,"Karachi, Pakistan",PK,M,8/25/1999,4/19/2018,4,Apr,Q2,2018,7/19/2018,Y,8/24/2057,4/19/2018,0.5,1
400511219,Emp513,Permanent,Operations,5,Part Time,Lahore,Pakistan,"Lahore, Pakistan",PK,M,10/16/1998,2/19/2018,2,Feb,Q1,2018,1/1/1900,N,10/15/2056,5/19/2018,0.5,1
400511289,Emp514,Permanent,Operations,6,6,Karachi,Pakistan,"Karachi, Pakistan",PK,M,3/1/1990,3/9/2018,3,Mar,Q1,2018,6/9/2018,Y,2/29/2048,6/9/2018,1,1
400511303,Emp515,Permanent,Administration,8,8,Karachi,Pakistan,"Karachi, Pakistan",PK,M,8/15/1984,2/1/2018,2,Feb,Q1,2018,5/1/2018,Y,8/14/2042,5/1/2018,1,1
400511357,Emp516,Permanent,Commercial,7,Part Time,Karachi,Pakistan,"Karachi, Pakistan",PK,M,7/1/1998,4/19/2018,4,Apr,Q2,2018,7/19/2018,Y,6/30/2056,6/28/1999,0.5,1
400511466,Emp517,Permanent,Operations,5,Part Time,Karachi,Pakistan,"Karachi, Pakistan",PK,M,8/18/1989,2/22/2018,2,Feb,Q1,2018,5/22/2018,Y,8/17/2047,5/22/2018,0.5,1
400511467,Emp518,Permanent,Commercial,7,Part Time,Karachi,Pakistan,"Karachi, Pakistan",PK,M,9/27/1987,4/19/2018,4,Apr,Q2,2018,7/19/2018,Y,9/26/2045,7/19/2018,0.5,1
400511469,Emp519,Permanent,Finance,8,8,Karachi,Pakistan,"Karachi, Pakistan",PK,M,7/4/1991,4/16/2018,4,Apr,Q2,2018,7/17/2018,Y,7/3/2049,7/17/2018,1,1
